branch_id,branch_name,city,state,manager_name
B374,Kolkata Finance Branch 374,Kolkata,West Bengal,Kaira Goyal
B375,Chandigarh Finance Branch 375,Chandigarh,Punjab,Khushi Lala
B376,Jaipur Finance Branch 376,Jaipur,Rajasthan,Vedika Sankaran
B377,Pune Finance Branch 377,Pune,Maharashtra,Renee Char
B378,Delhi Finance Branch 378,Delhi,Delhi,Divyansh Sawhney
B379,Patna Finance Branch 379,Patna,Bihar,Nitya Ramaswamy
B380,Lucknow Finance Branch 380,Lucknow,Uttar Pradesh,Aarna Saha
B381,Mumbai Finance Branch 381,Mumbai,Maharashtra,Neelofar Bail
B382,Delhi Finance Branch 382,Delhi,Delhi,Shalv Thaker
B383,Chandigarh Finance Branch 383,Chandigarh,Punjab,Ojas Master
B384,Kolkata Finance Branch 384,Kolkata,West Bengal,Lakshit Bandi
B385,Jaipur Finance Branch 385,Jaipur,Rajasthan,Kanav Hari
B386,Hyderabad Finance Branch 386,Hyderabad,Telangana,Jiya Lad
B387,Pune Finance Branch 387,Pune,Maharashtra,Abram Salvi
B388,Mumbai Finance Branch 388,Mumbai,Maharashtra,Keya Rao
B389,Kochi Finance Branch 389,Kochi,Kerala,Yashvi Dhingra
B390,Mumbai Finance Branch 390,Mumbai,Maharashtra,Samiha Rajagopal
B391,Kolkata Finance Branch 391,Kolkata,West Bengal,Devansh Dhingra
B392,Patna Finance Branch 392,Patna,Bihar,Pranay Dhaliwal
B393,Jaipur Finance Branch 393,Jaipur,Rajasthan,Pihu Vyas
B394,Mumbai Finance Branch 394,Mumbai,Maharashtra,Taran Sachdeva
B395,Kochi Finance Branch 395,Kochi,Kerala,Prisha Jani
B396,Kochi Finance Branch 396,Kochi,Kerala,Arnav Rege
B397,Delhi Finance Branch 397,Delhi,Delhi,Adah Iyengar
B398,Jaipur Finance Branch 398,Jaipur,Rajasthan,Kartik Raju
B399,Patna Finance Branch 399,Patna,Bihar,Divyansh Suresh
B400,Chandigarh Finance Branch 400,Chandigarh,Punjab,Himmat Sani
B401,Lucknow Finance Branch 401,Lucknow,Uttar Pradesh,Dharmajan Sheth
B402,Lucknow Finance Branch 402,Lucknow,Uttar Pradesh,Neelofar Chandran
B403,Hyderabad Finance Branch 403,Hyderabad,Telangana,Ahana  Dugal
B404,Jaipur Finance Branch 404,Jaipur,Rajasthan,Neelofar Ramanathan
B405,Hyderabad Finance Branch 405,Hyderabad,Telangana,Bhamini Bhatti
B406,Hyderabad Finance Branch 406,Hyderabad,Telangana,Samiha Toor
B407,Pune Finance Branch 407,Pune,Maharashtra,Keya Vyas
B408,Lucknow Finance Branch 408,Lucknow,Uttar Pradesh,Tara Shroff
B409,Chandigarh Finance Branch 409,Chandigarh,Punjab,Saanvi Lata
B410,Mumbai Finance Branch 410,Mumbai,Maharashtra,Nirvaan Grover
B411,Chandigarh Finance Branch 411,Chandigarh,Punjab,Oorja Kanda
B412,Patna Finance Branch 412,Patna,Bihar,Lakshay Bhatnagar
B413,Kochi Finance Branch 413,Kochi,Kerala,Yasmin Apte
B414,Mumbai Finance Branch 414,Mumbai,Maharashtra,Priyansh Amble
B415,Patna Finance Branch 415,Patna,Bihar,Taimur Guha
B416,Mumbai Finance Branch 416,Mumbai,Maharashtra,Aarna Sengupta
B417,Patna Finance Branch 417,Patna,Bihar,Rohan Ben
B418,Pune Finance Branch 418,Pune,Maharashtra,Miraya Ramachandran
B419,Pune Finance Branch 419,Pune,Maharashtra,Nayantara Banerjee
B420,Hyderabad Finance Branch 420,Hyderabad,Telangana,Bhavin Mander
B421,Jaipur Finance Branch 421,Jaipur,Rajasthan,Gokul Sehgal
B422,Mumbai Finance Branch 422,Mumbai,Maharashtra,Tanya Varughese
B423,Kolkata Finance Branch 423,Kolkata,West Bengal,Krish Mane
B424,Hyderabad Finance Branch 424,Hyderabad,Telangana,Elakshi Dhillon
B425,Chandigarh Finance Branch 425,Chandigarh,Punjab,Zoya Saxena
B426,Pune Finance Branch 426,Pune,Maharashtra,Onkar Boase
B427,Lucknow Finance Branch 427,Lucknow,Uttar Pradesh,Riaan Acharya
B428,Pune Finance Branch 428,Pune,Maharashtra,Myra Ghosh
B429,Lucknow Finance Branch 429,Lucknow,Uttar Pradesh,Gokul Bedi
B430,Mumbai Finance Branch 430,Mumbai,Maharashtra,Alia Dara
B431,Mumbai Finance Branch 431,Mumbai,Maharashtra,Keya Mand
B432,Patna Finance Branch 432,Patna,Bihar,Zoya Vora
B433,Lucknow Finance Branch 433,Lucknow,Uttar Pradesh,Samarth Chaudhari
B434,Kochi Finance Branch 434,Kochi,Kerala,Inaaya  Iyer
B435,Delhi Finance Branch 435,Delhi,Delhi,Sara Babu
B436,Chandigarh Finance Branch 436,Chandigarh,Punjab,Alisha Kara
B437,Hyderabad Finance Branch 437,Hyderabad,Telangana,Shray Bhavsar
B438,Patna Finance Branch 438,Patna,Bihar,Farhan Chahal
B439,Mumbai Finance Branch 439,Mumbai,Maharashtra,Ranbir Raju
B440,Chandigarh Finance Branch 440,Chandigarh,Punjab,Divij Grover
B441,Hyderabad Finance Branch 441,Hyderabad,Telangana,Ryan Balakrishnan
B442,Jaipur Finance Branch 442,Jaipur,Rajasthan,Shaan Mani
B443,Kolkata Finance Branch 443,Kolkata,West Bengal,Tarini Gala
B444,Delhi Finance Branch 444,Delhi,Delhi,Anaya Chatterjee
B445,Lucknow Finance Branch 445,Lucknow,Uttar Pradesh,Saksham Ghose
B446,Lucknow Finance Branch 446,Lucknow,Uttar Pradesh,Farhan Thaker
B447,Patna Finance Branch 447,Patna,Bihar,Anahita Chacko
B448,Delhi Finance Branch 448,Delhi,Delhi,Anika Rajan
B449,Jaipur Finance Branch 449,Jaipur,Rajasthan,Faiyaz Kalla
B450,Pune Finance Branch 450,Pune,Maharashtra,Shaan Ghose
B451,Kolkata Finance Branch 451,Kolkata,West Bengal,Mamooty Ravel
B452,Kolkata Finance Branch 452,Kolkata,West Bengal,Mehul Chanda
B453,Chandigarh Finance Branch 453,Chandigarh,Punjab,Tarini Savant
B454,Mumbai Finance Branch 454,Mumbai,Maharashtra,Kartik Wable
B455,Pune Finance Branch 455,Pune,Maharashtra,Tiya Lala
B456,Mumbai Finance Branch 456,Mumbai,Maharashtra,Nayantara Kapur
B457,Patna Finance Branch 457,Patna,Bihar,Kanav Dugal
B458,Mumbai Finance Branch 458,Mumbai,Maharashtra,Khushi Bhandari
B459,Delhi Finance Branch 459,Delhi,Delhi,Ishaan Bhatt
B460,Delhi Finance Branch 460,Delhi,Delhi,Zara Taneja
B461,Chandigarh Finance Branch 461,Chandigarh,Punjab,Hridaan Sankar
B462,Patna Finance Branch 462,Patna,Bihar,Khushi Mahal
B463,Chandigarh Finance Branch 463,Chandigarh,Punjab,Neysa Bhardwaj
B464,Jaipur Finance Branch 464,Jaipur,Rajasthan,Bhamini Ghose
B465,Hyderabad Finance Branch 465,Hyderabad,Telangana,Divyansh Kanda
B466,Mumbai Finance Branch 466,Mumbai,Maharashtra,Kiaan Chadha
B467,Kochi Finance Branch 467,Kochi,Kerala,Ehsaan Kumer
B468,Kochi Finance Branch 468,Kochi,Kerala,Siya Gade
B469,Lucknow Finance Branch 469,Lucknow,Uttar Pradesh,Shayak Hayre
B470,Mumbai Finance Branch 470,Mumbai,Maharashtra,Eva Ram
B471,Delhi Finance Branch 471,Delhi,Delhi,Umang Sankar
B472,Mumbai Finance Branch 472,Mumbai,Maharashtra,Jayesh Dara
B473,Chandigarh Finance Branch 473,Chandigarh,Punjab,Dhanuk Sem
B474,Pune Finance Branch 474,Pune,Maharashtra,Kashvi Behl
B475,Patna Finance Branch 475,Patna,Bihar,Jayan Sule
B476,Mumbai Finance Branch 476,Mumbai,Maharashtra,Uthkarsh Gupta
B477,Hyderabad Finance Branch 477,Hyderabad,Telangana,Nishith Chaudry
B478,Mumbai Finance Branch 478,Mumbai,Maharashtra,Alisha Kapadia
B479,Delhi Finance Branch 479,Delhi,Delhi,Jayan Brahmbhatt
B480,Pune Finance Branch 480,Pune,Maharashtra,Purab Arya
B481,Delhi Finance Branch 481,Delhi,Delhi,Hansh Shere
B482,Patna Finance Branch 482,Patna,Bihar,Jayan Aurora
B483,Kochi Finance Branch 483,Kochi,Kerala,Samaira Agrawal
B484,Jaipur Finance Branch 484,Jaipur,Rajasthan,Zain Amble
B485,Jaipur Finance Branch 485,Jaipur,Rajasthan,Ryan Banik
B486,Pune Finance Branch 486,Pune,Maharashtra,Darshit Aggarwal
B487,Delhi Finance Branch 487,Delhi,Delhi,Divit Tak
B488,Jaipur Finance Branch 488,Jaipur,Rajasthan,Indranil Kunda
B489,Jaipur Finance Branch 489,Jaipur,Rajasthan,Sara Rama
B490,Patna Finance Branch 490,Patna,Bihar,Aarna Ramaswamy
B491,Hyderabad Finance Branch 491,Hyderabad,Telangana,Aaryahi Ramakrishnan
B492,Chandigarh Finance Branch 492,Chandigarh,Punjab,Lagan Bawa
B493,Patna Finance Branch 493,Patna,Bihar,Saanvi Deol
B494,Lucknow Finance Branch 494,Lucknow,Uttar Pradesh,Divyansh Butala
B495,Lucknow Finance Branch 495,Lucknow,Uttar Pradesh,Ritvik Trivedi
B496,Pune Finance Branch 496,Pune,Maharashtra,Hiran Kannan
B497,Patna Finance Branch 497,Patna,Bihar,Indrajit Buch
B498,Delhi Finance Branch 498,Delhi,Delhi,Anahita Datta
B499,Kochi Finance Branch 499,Kochi,Kerala,Kashvi Yohannan
B500,Kochi Finance Branch 500,Kochi,Kerala,Umang Chadha
